N,P,K,temperature,humidity,ph,rainfall,label
76.2,54.25,46.15,24.83,80.89,6.6,190.26,rice
41.04,69.17,48.43,27.13,90.24,6.83,137.19,papaya
23.14,73.26,19.94,20.4,20.71,6.14,71.95,kidneybeans
97.98,13.52,51.89,29.61,77.96,6.43,46.63,watermelon
61.85,54.28,51.2,37.97,94.09,6.38,114.32,papaya
61.16,46.72,32.67,25.85,46.57,7.42,47.88,millet
100.18,14.02,49.85,23.77,85.15,6.77,68.54,watermelon
68.73,51.25,36.98,21.89,45.1,5.66,110.96,wheat
33.96,61.73,209.62,28.87,64.4,6.68,74.25,grapes
24.75,9.32,13.81,26.84,90.5,7.42,98.92,orange
66.58,43.73,43.38,28.71,87.22,6.24,219.67,jute
5.2,13.97,44.85,31.43,93.15,6.92,51.57,pomegranate
104.93,51.05,17.06,28.98,58.48,6.55,71.69,cotton
93.83,72.77,57.64,23.53,73.73,5.91,102.29,banana
21.46,14.56,7.56,26.32,90.87,6.89,97.29,orange
26.78,54.72,22.19,29.29,57.02,5.99,48.14,mothbeans
94.46,61.41,76.91,31.74,88.17,6.35,109.21,banana
24.98,5.51,29.17,28.84,97.44,5.63,157.91,coconut
17.8,59.04,22.22,34.32,44.45,5.86,45.56,mothbeans
58.49,59.47,54.46,32.37,83.49,6.77,120.16,papaya
18.85,13.73,34.44,31.69,91.83,6.72,219.33,coconut
102.96,39.31,21.24,34.25,64.12,7.22,123.57,sugarcane
28.51,17.78,29.51,28.11,98.9,5.51,178.5,coconut
89.0,84.38,68.34,34.73,70.04,5.54,193.82,banana
16.19,99.85,196.08,18.39,78.57,5.64,92.21,grapes
25.79,87.72,95.12,20.0,16.73,7.4,65.83,chickpea
19.88,10.44,7.81,33.57,90.6,6.42,95.88,orange
28.03,15.09,9.13,33.43,90.55,7.52,106.14,orange
95.44,11.67,49.1,33.21,90.63,6.23,32.06,muskmelon
25.38,119.58,216.56,17.15,88.45,6.13,152.95,apple
23.65,14.54,27.77,33.19,95.92,5.76,204.17,coconut
8.53,14.43,47.05,23.83,80.19,6.12,34.76,pomegranate
11.98,72.24,20.16,17.17,20.83,5.56,117.43,kidneybeans
6.73,14.11,38.91,21.35,89.67,6.62,31.57,pomegranate
38.22,77.24,77.63,21.02,19.71,7.76,60.49,chickpea
57.6,57.45,47.56,32.65,80.51,6.7,150.36,papaya
80.3,29.92,41.11,27.31,59.14,6.12,210.35,coffee
60.85,46.02,38.23,29.74,83.83,6.55,168.94,rice
66.87,54.58,58.94,21.08,70.64,5.97,251.6,rice
13.8,67.75,22.73,20.23,18.47,6.49,73.61,kidneybeans
101.61,44.99,29.17,26.78,47.65,6.21,90.17,cotton
35.26,62.87,83.27,15.06,19.22,6.6,67.7,chickpea
114.78,48.46,23.52,22.48,54.95,6.93,85.62,wheat
88.2,13.79,56.05,28.0,91.9,6.62,32.41,muskmelon
22.07,6.19,36.9,32.27,92.94,6.26,157.61,coconut
84.83,10.44,45.82,31.45,78.17,6.95,54.26,watermelon
23.36,8.95,30.7,30.84,95.74,6.23,195.69,coconut
37.16,84.15,211.58,24.57,75.29,5.75,98.51,grapes
23.79,57.06,23.96,16.62,24.07,5.7,84.74,kidneybeans
77.02,18.46,40.28,31.47,81.85,6.46,46.73,watermelon
87.74,62.28,41.7,23.54,74.49,6.99,112.05,maize
95.8,30.66,35.46,21.39,54.31,6.36,115.33,maize
67.83,69.94,52.64,31.37,87.1,6.87,160.05,papaya
98.33,48.17,40.31,31.15,92.2,6.59,191.73,jute
96.62,16.55,51.49,25.55,92.61,7.3,44.58,watermelon
87.9,43.26,36.41,24.73,92.53,6.69,175.45,rice
15.51,55.13,22.3,31.62,53.56,5.94,53.93,mothbeans
74.13,60.15,48.62,22.23,71.69,5.52,118.83,maize
83.68,40.92,48.02,23.24,76.54,5.62,151.86,sugarcane
76.6,45.8,40.03,35.86,54.74,7.02,70.31,millet
56.09,66.35,88.81,21.24,19.21,6.75,71.73,chickpea
59.2,70.25,80.91,20.44,16.54,7.92,60.0,chickpea
15.9,56.23,19.49,19.33,18.22,6.23,103.44,kidneybeans
15.26,12.88,42.34,22.56,92.55,6.25,58.11,pomegranate
75.63,8.73,51.29,23.28,78.12,7.04,62.87,watermelon
16.8,62.79,22.57,15.72,21.59,6.31,72.74,kidneybeans
12.59,15.57,13.63,21.77,83.19,6.95,112.39,orange
10.27,14.71,42.35,18.38,80.58,6.47,57.18,pomegranate
98.49,53.07,39.53,28.74,62.5,6.78,104.82,maize
33.6,16.14,26.9,25.34,93.88,6.54,228.99,coconut
11.17,10.85,8.2,26.19,84.86,6.75,114.83,orange
29.97,16.29,12.4,33.69,80.13,6.6,114.67,orange
51.57,60.76,44.21,34.13,85.2,6.81,163.7,papaya
13.42,126.46,195.39,12.73,85.89,5.62,161.37,apple
20.04,77.71,27.65,22.67,23.29,5.72,30.85,lentil
95.76,39.68,35.57,30.94,81.32,6.4,242.69,jute
93.38,26.36,41.8,23.06,64.19,5.99,191.59,coffee
15.59,30.02,38.74,35.12,40.64,5.99,102.94,mango
90.49,65.17,45.92,14.14,63.7,6.33,115.4,wheat
118.29,32.55,34.22,30.55,50.65,7.29,53.1,cotton
101.14,51.78,49.34,15.38,51.94,5.88,58.55,wheat
27.31,108.52,218.86,21.13,87.01,6.91,137.29,apple
129.71,52.84,31.91,28.36,57.32,6.54,79.0,cotton
13.17,70.63,23.34,20.24,21.67,5.7,66.62,kidneybeans
122.47,51.04,19.1,34.39,55.69,7.57,100.45,cotton
93.12,54.88,48.56,28.62,84.43,6.56,156.87,rice
17.37,73.47,182.69,27.02,71.88,5.81,89.78,grapes
22.82,79.31,99.86,21.97,15.16,7.06,86.29,chickpea
87.13,8.71,55.49,35.02,85.99,7.42,46.77,muskmelon
118.13,6.71,53.4,31.15,85.58,6.52,46.03,muskmelon
88.08,8.22,52.43,27.46,77.36,6.42,63.06,watermelon
24.35,77.33,16.02,23.03,47.94,6.51,30.87,lentil
28.17,133.66,209.87,24.11,90.36,6.68,116.78,apple
87.99,59.79,18.57,28.9,40.25,7.3,80.81,cotton
99.26,48.82,36.1,29.86,62.93,7.26,125.48,maize
12.87,11.42,40.94,20.17,92.34,7.13,43.45,pomegranate
25.56,5.77,32.08,30.24,93.97,5.9,213.6,coconut
11.44,57.36,28.64,29.64,23.01,6.55,59.07,lentil
12.42,8.04,12.52,28.79,87.39,7.5,101.55,orange
62.48,58.45,40.45,37.35,83.85,6.65,170.63,papaya
99.56,14.76,41.46,28.48,81.8,6.79,60.78,watermelon
12.49,12.2,45.8,24.41,85.86,7.01,57.62,pomegranate
121.44,22.38,47.61,15.42,74.42,5.15,206.8,coffee
115.36,14.5,53.32,30.48,86.27,7.49,34.07,muskmelon
112.28,15.18,26.96,23.71,73.21,6.3,162.42,coffee
10.88,31.65,33.41,25.82,66.92,6.81,58.78,mango
68.5,52.83,41.7,26.99,63.3,6.37,30.44,millet
103.06,36.11,49.03,22.64,82.21,6.86,276.92,rice
111.32,32.55,26.37,17.13,54.21,6.08,192.16,coffee
110.99,15.24,49.97,18.23,52.79,6.01,202.11,coffee
21.91,67.75,211.86,25.28,84.21,6.21,58.82,grapes
70.93,6.79,48.22,25.96,84.73,6.07,55.85,watermelon
135.22,50.75,28.59,32.28,50.79,7.79,87.58,cotton
83.2,29.5,49.83,33.97,82.43,5.05,222.61,sugarcane
28.01,16.72,9.75,30.8,89.09,7.52,105.14,orange
5.61,12.5,46.4,24.41,81.2,6.6,33.92,pomegranate
61.43,60.39,45.02,31.02,94.04,6.93,157.61,papaya
25.88,56.64,16.68,19.54,21.98,6.37,97.85,kidneybeans
56.6,34.78,29.81,29.9,42.07,6.12,69.81,millet
71.34,56.99,40.29,33.06,89.88,6.62,174.16,jute
30.98,5.1,37.49,25.26,91.83,6.91,187.12,coconut
11.64,5.93,13.89,27.14,86.69,6.74,105.79,orange
79.5,56.49,35.76,22.39,55.2,7.32,90.81,maize
36.71,85.12,199.04,25.41,62.99,6.27,78.76,grapes
107.68,28.74,33.72,15.88,52.95,6.09,168.72,coffee
38.55,16.68,48.27,24.86,54.1,5.88,134.15,mango
35.31,62.32,82.35,23.76,18.37,6.63,85.45,chickpea
16.42,37.97,52.78,27.05,68.85,6.39,89.71,mango
99.45,42.52,27.53,34.84,82.04,6.23,146.36,sugarcane
52.46,75.64,91.49,23.97,16.34,6.96,62.1,chickpea
13.24,7.28,42.3,28.13,86.49,7.39,34.79,pomegranate
116.01,9.98,54.05,35.97,94.2,7.41,47.86,muskmelon
51.81,57.4,94.39,15.2,17.34,7.3,92.49,chickpea
83.59,18.69,55.91,24.1,76.94,6.96,42.22,watermelon
138.21,16.26,31.68,23.36,62.1,5.35,165.91,coffee
20.0,13.15,32.42,32.35,93.21,6.87,152.03,coconut
108.71,79.47,63.69,28.02,83.88,6.73,126.43,banana
79.26,58.83,41.97,29.62,77.36,7.12,199.58,jute
27.85,30.14,31.66,27.48,51.83,5.76,58.25,mango
91.22,39.78,26.44,25.41,65.88,7.06,94.74,cotton
8.14,8.26,38.5,30.21,84.69,7.33,59.18,pomegranate
118.15,24.2,48.75,23.53,62.85,5.27,129.8,sugarcane
72.27,66.61,36.56,28.86,61.42,6.57,92.33,maize
52.78,81.74,70.59,18.81,19.12,7.64,96.86,chickpea
50.34,46.21,34.78,26.2,64.25,7.21,62.4,millet
104.12,32.04,46.47,30.61,66.75,6.51,120.57,sugarcane
25.7,34.19,34.29,28.17,56.19,7.11,94.19,mango
75.1,43.7,54.05,34.66,84.42,6.02,231.38,jute
17.57,53.65,22.35,29.91,58.28,5.02,39.35,mothbeans
23.61,63.87,17.02,19.45,19.45,5.85,112.2,kidneybeans
114.37,14.56,47.83,31.83,86.82,6.33,30.36,muskmelon
29.78,59.51,18.43,27.37,61.57,5.78,59.47,mothbeans
22.71,25.45,34.62,31.13,40.73,6.11,148.77,mango
109.09,19.19,49.75,25.19,94.49,6.71,44.89,watermelon
18.4,90.49,208.19,23.36,61.02,5.99,55.79,grapes
61.85,56.8,56.37,29.01,86.15,6.57,113.32,papaya
87.88,57.82,38.95,29.36,51.89,7.05,101.19,maize
129.4,41.01,35.57,22.54,61.57,7.09,119.28,cotton
11.27,6.69,47.77,20.69,84.2,6.54,57.48,pomegranate
26.15,63.7,182.2,24.62,74.59,5.83,96.78,grapes
60.71,65.1,55.89,32.09,84.7,6.65,125.75,papaya
84.07,41.66,58.83,29.67,73.84,7.1,222.76,sugarcane
19.61,54.81,22.26,26.69,54.47,3.62,64.56,mothbeans
17.07,12.43,48.11,20.8,88.55,6.99,54.99,pomegranate
35.08,78.7,92.08,18.82,17.85,7.34,94.25,chickpea
20.92,72.92,87.18,17.74,18.47,7.69,67.24,chickpea
99.0,33.2,15.13,26.01,50.8,6.54,59.28,cotton
101.04,51.32,30.82,24.16,44.18,6.41,64.49,cotton
69.37,38.12,37.05,31.99,43.66,6.91,42.63,millet
14.05,31.78,39.64,31.83,45.88,6.73,123.57,mango
73.48,35.97,30.73,22.45,81.88,6.77,160.92,rice
85.22,34.11,47.62,36.19,60.03,6.28,53.74,millet
111.53,13.52,53.6,30.75,94.4,7.22,38.84,muskmelon
106.07,43.6,30.22,26.02,62.25,7.48,58.36,cotton
52.82,74.2,82.59,16.53,19.95,7.15,61.04,chickpea
16.38,61.81,22.25,33.26,63.07,5.81,69.28,mothbeans
24.63,76.51,77.23,17.12,18.52,7.49,63.58,chickpea
16.24,7.41,49.76,18.48,84.65,7.05,55.64,pomegranate
92.07,54.94,51.46,30.1,73.06,6.05,162.17,sugarcane
22.49,52.83,24.15,25.75,60.85,5.1,65.13,mothbeans
33.29,14.8,34.08,29.49,93.77,6.35,212.68,coconut
72.81,11.26,45.2,29.16,77.42,7.16,59.41,watermelon
29.76,107.04,215.58,24.46,87.29,5.53,160.17,apple
118.05,33.26,21.71,27.99,64.2,6.43,223.25,sugarcane
18.94,64.26,16.98,29.54,42.23,3.83,67.26,mothbeans
26.28,5.17,29.54,31.45,98.04,6.43,134.26,coconut
21.84,114.84,219.04,18.39,88.71,5.89,135.26,apple
99.49,40.98,36.98,20.29,62.34,5.6,92.45,wheat
102.14,58.51,23.18,22.03,63.22,7.47,101.17,cotton
18.93,123.49,203.65,20.05,89.36,5.9,167.67,apple
29.53,44.3,24.46,27.22,57.36,4.36,54.32,mothbeans
70.23,55.16,38.59,29.78,54.43,6.86,62.84,maize
28.75,118.13,212.9,12.71,80.28,6.55,160.39,apple
30.45,18.5,38.15,25.16,91.09,5.9,185.46,coconut
96.62,32.53,28.83,29.8,58.23,7.56,98.33,cotton
96.4,10.34,54.28,26.87,94.33,6.56,24.3,muskmelon
29.96,61.41,83.45,21.36,15.63,7.67,63.2,chickpea
92.56,46.53,25.63,15.43,62.69,6.75,103.2,wheat
30.68,91.3,193.91,15.07,65.89,5.68,76.51,grapes
79.92,34.98,31.04,30.45,72.3,7.29,94.8,maize
18.6,9.5,28.48,27.92,94.37,6.7,169.22,coconut
64.11,57.7,26.38,27.41,74.77,7.01,201.76,sugarcane
21.38,82.53,88.93,21.76,18.18,7.47,70.45,chickpea
84.32,57.08,52.2,23.9,92.32,6.63,225.62,jute
21.97,69.93,24.38,16.69,21.33,5.78,70.02,kidneybeans
92.53,77.84,75.86,23.94,86.01,6.9,199.69,banana
17.8,103.56,201.04,24.21,81.76,6.58,130.46,apple
51.27,65.14,43.24,34.73,82.49,6.44,177.75,papaya
91.43,43.69,40.76,30.16,88.35,6.14,200.32,jute
87.1,6.49,57.28,25.33,85.39,6.81,48.74,muskmelon
65.11,58.67,42.33,27.49,83.91,6.3,141.12,papaya
107.83,17.55,48.68,30.48,81.01,7.5,42.53,watermelon
12.16,8.58,8.41,20.82,85.0,7.59,118.31,orange
54.71,33.23,33.47,26.94,41.84,7.16,64.39,millet
23.08,57.38,21.28,23.97,36.01,6.56,62.86,lentil
71.43,40.74,40.21,26.44,76.21,5.88,128.55,maize
17.01,41.45,18.11,25.71,43.08,4.81,60.87,mothbeans
76.3,39.59,46.2,21.38,75.78,6.54,255.96,rice
68.19,59.73,37.51,28.6,54.19,6.3,32.55,millet
22.1,84.62,75.37,19.88,16.35,7.98,86.37,chickpea
89.85,11.69,58.23,29.65,90.71,7.3,38.79,muskmelon
127.88,51.39,17.05,24.0,61.35,7.27,101.78,cotton
84.6,97.54,66.26,32.86,93.76,6.46,206.21,banana
61.9,46.35,43.07,28.72,79.35,6.79,97.83,maize
25.59,111.83,202.06,20.21,88.3,5.96,151.99,apple
100.63,25.32,44.38,21.66,54.83,5.33,203.47,coffee
12.02,74.22,17.25,25.05,31.46,6.67,64.08,lentil
59.45,88.3,94.38,15.17,16.16,6.57,92.3,chickpea
101.77,91.49,61.78,25.07,86.57,5.62,239.63,banana
12.56,58.69,21.41,15.84,22.7,5.63,62.41,kidneybeans
82.63,37.46,30.78,21.68,78.45,5.25,215.63,coffee
16.66,40.67,25.65,33.86,60.69,6.05,105.37,mango
25.97,71.71,16.96,17.07,23.41,5.96,65.46,kidneybeans
23.25,120.24,211.98,11.49,89.71,6.0,109.64,apple
85.9,93.92,71.98,34.99,80.35,6.0,184.06,banana
19.73,57.72,18.95,27.22,43.54,3.76,33.78,mothbeans
123.35,48.84,18.78,27.35,60.6,7.72,56.07,cotton
108.5,5.1,40.65,28.77,92.34,7.49,65.87,watermelon
100.62,50.48,16.21,23.29,63.52,6.92,58.7,cotton
19.7,127.72,210.61,20.7,90.63,6.6,117.94,apple
72.47,46.35,38.08,29.05,92.85,6.33,186.36,jute
64.6,64.57,45.66,19.23,55.21,6.43,88.8,wheat
32.86,18.84,38.61,33.1,95.32,6.64,164.09,coconut
15.81,7.92,10.86,31.48,80.66,6.06,95.93,orange
21.93,62.53,193.81,22.29,73.17,5.68,85.49,grapes
39.12,134.36,196.28,19.73,89.75,6.15,143.82,apple
64.59,64.61,48.49,30.12,81.07,6.49,159.23,papaya
90.47,34.8,29.0,34.46,46.96,6.81,62.91,cotton
23.19,6.05,5.57,27.78,82.58,7.72,102.33,orange
71.59,39.85,55.93,29.67,76.98,6.46,209.95,rice
100.51,63.18,64.0,25.18,83.68,6.43,183.63,banana
29.69,138.04,199.75,20.97,91.01,6.94,139.84,apple
42.62,57.77,83.09,17.55,19.48,7.58,80.38,chickpea
17.51,13.06,36.65,29.08,95.26,5.71,156.03,coconut
94.33,23.61,29.3,24.84,73.16,5.0,237.68,sugarcane
113.01,58.59,26.54,31.21,53.15,6.58,98.5,cotton
21.76,12.78,8.95,23.96,87.48,6.85,103.2,orange
23.9,55.77,16.98,27.17,50.12,4.31,39.03,mothbeans
25.24,96.58,196.58,23.34,77.76,6.63,56.85,grapes
128.08,26.2,50.7,20.81,53.56,5.75,185.34,coffee
26.86,18.66,5.21,30.16,85.68,7.57,93.33,orange
80.0,53.31,24.24,15.25,69.03,6.9,77.44,wheat
16.68,13.64,35.14,18.19,92.1,7.24,48.52,pomegranate
90.04,35.36,57.38,28.71,77.46,6.46,241.35,rice
19.54,64.38,18.61,18.79,19.85,6.09,93.67,kidneybeans
127.81,77.27,76.72,33.16,78.37,5.9,114.74,banana
80.31,57.71,39.5,22.78,65.57,7.22,76.6,wheat
80.21,60.65,23.93,15.65,44.87,7.16,103.98,wheat
22.38,56.57,17.76,26.95,36.78,7.18,62.66,lentil
14.9,37.11,36.69,28.54,47.89,6.34,73.96,mango
16.29,78.31,15.13,22.28,28.47,6.3,37.8,lentil
118.26,55.82,30.34,27.21,87.04,6.31,190.02,rice
96.01,45.36,35.31,24.84,79.36,7.23,232.0,jute
87.45,8.83,48.97,32.78,88.51,7.21,46.87,muskmelon
119.33,11.9,58.55,35.74,91.64,6.22,33.35,muskmelon
116.23,68.48,23.52,31.99,64.37,5.99,114.4,maize
16.13,70.28,17.51,20.63,22.1,6.13,100.19,kidneybeans
64.27,31.19,25.49,24.59,82.12,6.31,194.61,sugarcane
106.25,30.21,36.51,31.01,62.21,7.37,139.06,maize
88.99,39.49,37.16,18.62,69.78,6.09,118.46,wheat
108.34,10.61,57.56,29.13,90.19,7.39,31.48,muskmelon
110.12,57.06,19.48,32.46,69.44,7.91,54.82,cotton
94.36,35.99,29.84,25.28,53.49,5.91,112.48,maize
63.78,53.89,52.11,29.06,84.86,6.51,101.87,papaya
100.74,67.95,31.16,28.68,67.22,6.56,95.82,maize
74.48,11.85,40.15,30.03,83.01,7.29,50.64,watermelon
88.73,11.91,46.66,28.78,89.08,6.38,62.43,watermelon
29.85,53.01,17.03,28.91,62.11,3.72,64.85,mothbeans
25.5,50.07,24.38,27.36,50.13,5.45,35.86,mothbeans
83.56,40.52,22.03,29.0,49.71,7.41,70.25,cotton
86.97,9.07,58.73,24.17,82.11,6.21,66.97,watermelon
94.27,10.63,42.03,28.4,80.52,6.55,67.71,watermelon
62.62,31.02,25.75,29.91,77.34,5.1,233.44,sugarcane
28.52,54.31,16.03,29.05,46.52,5.21,66.64,mothbeans
117.09,31.31,31.12,16.65,68.52,7.21,56.95,wheat
66.63,31.54,48.43,36.66,63.07,6.44,32.66,millet
65.55,40.36,31.43,31.38,58.1,7.36,34.47,millet
86.51,41.84,24.06,28.23,81.6,6.63,203.07,sugarcane
104.43,17.66,27.17,18.83,78.41,6.2,215.67,coffee
119.45,84.18,57.03,24.34,82.74,6.33,167.51,banana
19.74,6.45,40.12,26.86,91.17,7.2,47.21,pomegranate
122.36,38.92,30.36,23.1,44.02,6.24,71.38,cotton
19.07,7.06,39.64,27.31,96.68,5.82,167.24,coconut
54.91,57.87,47.45,32.11,81.62,6.22,178.02,papaya
10.07,59.79,22.79,20.56,24.61,6.47,66.8,kidneybeans
27.7,16.63,6.47,24.63,85.14,6.74,90.24,orange
15.74,60.67,16.77,20.38,21.31,6.26,63.92,kidneybeans
98.46,81.96,42.13,31.14,90.52,6.04,229.19,banana
94.07,60.29,25.26,29.99,76.91,7.15,106.38,maize
97.65,53.76,42.66,20.64,79.54,6.99,229.37,rice
48.4,55.26,42.05,35.36,88.81,6.77,126.41,papaya
139.41,36.78,32.1,33.02,59.61,7.72,103.17,cotton
36.35,74.79,194.91,19.27,68.78,6.97,93.72,grapes
63.99,46.1,46.62,23.39,77.25,6.63,172.29,jute
55.86,56.83,98.4,18.9,16.07,7.61,98.72,chickpea
12.34,14.06,35.78,21.34,84.6,6.4,42.99,pomegranate
12.05,5.19,42.66,19.34,91.25,6.75,32.44,pomegranate
117.48,8.2,50.36,35.54,86.34,7.29,49.59,muskmelon
12.71,137.73,211.73,12.11,81.68,6.6,165.31,apple
12.89,69.49,22.86,21.08,20.28,5.91,99.57,kidneybeans
132.57,35.33,42.25,24.02,78.98,5.84,197.0,coffee
17.94,63.6,24.59,20.62,19.92,6.31,92.79,kidneybeans
64.39,64.55,49.1,25.63,84.23,6.12,139.17,papaya
62.89,51.92,42.57,34.92,82.0,6.77,171.84,papaya
51.86,70.79,88.05,17.22,16.37,7.31,78.42,chickpea
12.96,76.51,28.91,21.25,43.72,6.78,39.96,lentil
49.78,54.64,81.03,23.53,19.72,7.37,60.07,chickpea
123.89,40.1,35.54,24.34,67.97,5.55,234.36,sugarcane
113.01,63.62,72.68,33.53,92.58,6.45,100.03,banana
83.56,14.46,53.61,35.44,88.87,6.61,40.89,muskmelon
39.27,90.79,181.89,20.3,71.4,5.75,96.21,grapes
61.5,65.37,36.84,23.73,46.64,5.63,107.67,wheat
52.04,45.51,23.7,30.7,52.19,7.15,31.81,millet
72.04,37.14,46.33,30.54,83.65,6.56,237.59,jute
96.82,36.97,42.65,31.91,73.26,6.68,213.15,jute
67.26,36.74,40.14,25.88,75.75,5.83,160.65,rice
26.81,86.15,215.71,21.26,72.3,6.53,62.24,grapes
62.01,53.91,41.1,18.68,72.22,6.3,81.09,maize
28.49,58.7,15.65,16.87,18.33,5.62,83.5,kidneybeans
97.06,39.82,35.59,23.28,82.79,6.23,236.69,jute
94.27,50.54,23.52,29.99,75.84,6.01,244.8,sugarcane
113.49,29.37,31.83,18.36,61.64,5.95,163.3,coffee
27.08,133.35,191.53,10.12,89.46,6.57,168.56,apple
116.09,53.17,32.53,20.13,59.9,6.26,135.0,maize
21.44,115.95,195.34,24.48,92.98,5.63,159.66,apple
39.84,130.55,194.54,22.8,89.86,6.7,103.73,apple
42.01,69.54,46.24,27.44,90.41,6.54,126.48,papaya
22.55,53.69,27.37,19.23,28.9,6.52,63.46,lentil
31.04,38.74,28.77,26.79,69.45,7.08,125.67,mango
89.65,60.18,42.8,16.73,67.72,6.63,94.47,wheat
109.77,40.7,25.41,20.54,49.27,6.18,50.43,wheat
71.42,32.91,42.93,24.24,81.68,6.59,251.0,rice
124.16,27.09,35.76,17.84,64.63,5.09,156.94,coffee
62.41,60.25,34.12,19.77,67.48,5.86,90.97,wheat
67.52,37.61,39.17,30.09,83.19,7.29,226.05,jute
16.6,59.47,16.12,26.28,54.93,5.81,39.78,mothbeans
118.43,42.96,15.73,29.98,45.92,7.18,77.22,cotton
94.74,28.31,57.32,26.3,60.07,6.68,236.03,sugarcane
27.4,69.03,23.26,27.8,26.62,6.04,53.27,lentil
119.71,27.26,42.18,19.66,73.52,5.48,142.0,coffee
21.49,73.49,24.22,19.39,24.84,5.5,117.52,kidneybeans
113.84,65.31,68.98,27.97,87.84,6.28,100.62,banana
46.13,64.69,73.6,15.83,16.94,7.5,80.39,chickpea
15.05,48.62,19.07,31.64,64.54,5.76,52.65,mothbeans
33.65,16.91,29.76,33.41,95.95,6.82,133.56,coconut
99.78,13.33,59.75,27.7,87.26,6.97,26.48,muskmelon
76.9,59.17,36.96,26.14,77.55,6.47,206.39,jute
22.44,80.07,70.22,20.82,19.93,6.65,80.89,chickpea
98.19,50.97,54.31,33.53,86.97,7.35,194.93,jute
23.36,65.8,17.87,18.66,23.38,5.65,109.46,kidneybeans
99.76,42.73,35.82,29.24,78.58,6.92,193.35,jute
15.57,56.67,22.89,17.47,20.72,5.69,116.7,kidneybeans
90.8,38.96,42.98,22.33,50.56,6.08,186.17,coffee
13.55,24.53,51.39,32.72,62.96,7.26,91.4,mango
20.22,57.48,26.5,28.37,49.83,5.99,62.82,lentil
35.11,61.07,80.26,20.86,16.87,7.51,64.03,chickpea
18.7,14.19,36.27,27.33,84.78,6.52,33.41,pomegranate
9.91,13.25,42.24,20.05,84.09,6.14,59.56,pomegranate
112.9,12.65,57.1,35.46,87.42,7.18,39.38,muskmelon
24.27,69.27,23.84,18.72,24.31,6.09,117.71,kidneybeans
17.11,60.66,21.11,26.86,46.17,5.88,57.34,mothbeans
105.83,44.64,32.02,25.98,55.84,6.61,66.62,maize
80.43,6.17,49.67,26.13,91.29,6.71,39.81,muskmelon
101.92,8.89,51.72,26.28,90.54,6.51,30.97,muskmelon
94.72,41.49,50.7,24.33,93.68,6.11,182.93,jute
112.66,19.35,44.61,19.75,69.6,6.25,171.67,coffee
27.14,16.48,36.98,25.02,55.05,7.05,63.04,mango
104.26,6.6,44.86,25.25,84.59,7.08,54.1,watermelon
28.95,6.66,32.06,34.17,92.37,5.54,163.8,coconut
23.64,60.37,20.05,34.18,59.3,5.33,44.73,mothbeans
26.03,100.23,193.5,12.58,87.16,6.54,160.81,apple
117.27,38.97,45.48,19.17,77.48,6.42,158.59,coffee
25.17,13.82,39.17,25.97,92.68,6.01,186.41,coconut
52.6,76.0,81.07,15.67,15.31,6.95,83.95,chickpea
86.92,42.66,38.36,22.5,93.08,6.16,279.2,rice
66.16,45.75,48.86,37.26,48.85,6.91,65.92,millet
122.05,16.81,52.84,16.38,73.61,5.45,128.65,coffee
88.48,68.68,43.49,28.87,67.33,6.94,112.52,maize
89.15,38.09,34.59,26.24,61.13,6.33,52.98,millet
70.98,53.95,54.07,33.3,61.87,6.23,136.13,sugarcane
54.12,63.74,53.98,36.87,90.03,6.83,156.5,papaya
11.85,14.32,49.75,30.8,81.8,6.77,58.57,pomegranate
125.67,77.75,41.0,28.27,82.5,5.79,238.55,banana
26.37,12.78,27.44,28.81,96.71,6.89,143.19,coconut
110.88,48.19,39.88,19.63,57.91,5.54,105.08,wheat
135.13,59.77,36.68,23.65,65.98,6.5,99.8,cotton
52.34,58.94,73.47,15.88,14.53,7.61,97.49,chickpea
80.03,41.43,33.75,27.34,69.58,6.21,191.34,sugarcane
18.14,28.35,50.88,28.36,57.61,7.43,91.4,mango
21.39,11.77,13.95,21.4,81.56,7.11,90.96,orange
98.26,52.97,45.64,26.27,76.86,5.62,192.86,rice
81.76,37.21,26.43,24.22,54.59,5.95,59.63,wheat
28.45,73.05,17.99,21.94,29.52,7.49,49.45,lentil
19.54,5.6,49.42,18.94,84.85,6.45,38.68,pomegranate
87.38,9.01,48.4,35.84,91.33,6.51,42.55,muskmelon
33.88,131.99,215.34,19.33,84.24,6.62,146.69,apple
124.12,39.54,21.8,22.97,46.08,7.56,90.93,cotton
28.85,45.42,20.62,33.09,42.46,5.58,65.29,mothbeans
70.82,36.95,22.77,25.68,56.37,7.18,77.69,millet
118.94,7.49,51.69,25.53,89.58,7.49,27.9,muskmelon
25.02,83.62,184.07,28.88,84.45,5.6,98.76,grapes
20.23,9.76,30.87,29.42,93.59,6.87,156.83,coconut
126.57,63.73,51.97,26.79,79.47,5.6,164.1,banana
22.58,88.24,199.66,17.02,77.89,6.23,55.47,grapes
89.3,41.42,54.68,28.17,82.04,6.19,111.84,sugarcane
31.96,81.31,191.69,24.31,80.0,6.92,90.44,grapes
83.47,42.34,51.53,30.74,94.13,6.53,152.99,jute
80.51,45.0,38.86,25.08,87.18,7.33,178.11,jute
123.19,48.57,40.08,33.71,80.01,6.69,193.04,sugarcane
5.11,12.02,43.72,23.15,93.48,5.83,36.38,pomegranate
20.04,58.27,21.42,29.3,46.44,7.13,42.21,lentil
62.94,58.98,36.53,31.25,79.38,6.47,240.83,jute
